Sku,Title,Price,Regular Price,images,Primary,Sub Categories,Sub Sub categories,,,
26-3456,100 Pcs One Time Uses Disposable Gloves Home Star Brand Cafe  Deli and Restuarant Kitchen Use,124,130,https://fixit.com.bd/wp-content/uploads/2019/12/26-3456A.jpg,Kitchen,Small Appliances,Hand Gloves,,,
05-1593,96mm Antique Copper Color Furniture Handle Minimalist Design 8033,133,140,https://fixit.com.bd/wp-content/uploads/2019/12/05-1593A.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Pulls,,,
06-299,3 Digit Stainless Steel Resettable Combination Padlock Lock Changhao Brand,133,140,https://fixit.com.bd/wp-content/uploads/2019/12/06-299A.jpg,Tools and Hardware,Safety and Security,Pad Locks,,,
03-100,14mm Metal Round Head Glass Cutter,143,150,https://fixit.com.bd/wp-content/uploads/2019/12/03-100A.jpg,Tools and Hardware,Hand Tools,Glass Cutters,,,
10-010,4 Inch (4 Pcs Set) Paint Roller with Handle HMBR Brand,136,136,https://fixit.com.bd/wp-content/uploads/2019/12/10-010A.jpg,Paint,Paint Supplies,Paint Rollers,,,
21-016,85g 600°F High Temp Black RTV Silicone Gasket Maker Oci Brand,168,168,https://fixit.com.bd/wp-content/uploads/2019/12/21-016A.jpg,Paint,Duct Tape  Glues and Epoxy,,,,
05-1546,Stainless Steel Double Turn 2 Keys Drawer Lock Protex Brand,333,350,https://fixit.com.bd/wp-content/uploads/2019/12/05-1546.jpg,Tools and Hardware,Door Knobs and Hardware,Drawer Locks,,,
26-2515,2 Pcs D Size 1.5 Volts Alkaline Battery Maxell Brand,439,439,https://fixit.com.bd/wp-content/uploads/2019/12/26-2515A.jpg,Electrical,Batteries,Household Batteries,,,
fixit.com.bd-1805,12mm Stainless Steel Wood Spade Bit HMBR Brand,40,40,https://fixit.com.bd/wp-content/uploads/2019/12/1805_1806_1807_1808_Polished-Wooden-Drill.jpg,Tools and Hardware,Power Tool Accessories,Drill Bits,,,
21-165,1 Liter Waterproofing Expert Dr. Fixit 101 Wine Red Pidiproof LW+,320,370,https://fixit.com.bd/wp-content/uploads/2019/12/dr-fixit-pidiproof-lw-500x500.jpg,Building Materials,Raw Building Materials|Storage and Organization,,,,
26-1738,2 Liter Rose Scented Fabric Softener Goodmaid Brand for silky smooth clothes,400,400,https://fixit.com.bd/wp-content/uploads/2019/12/rose.jpg,Cleaning,Personal Care,Fabric Conditioner,,,
26-3669 1,60ml Pepper Spray American POLICE,1000,1000,https://fixit.com.bd/wp-content/uploads/2019/12/pepperspray.jpg,Tools and Hardware,Safety Gear and Equipment,Safety Gear,,,
36-390,1 Pcs Model 6181 Yellow & Black Color Hard Black School Pencil,14,15,https://fixit.com.bd/wp-content/uploads/2019/12/36-390B.jpg,Storage and Organization,Office Supplies,Pens  Pencils and Markers,,,
20-1176,11 amp 220V E27 Screw In White Color Round Corner Bulb Holder,57,57,https://fixit.com.bd/wp-content/uploads/2019/12/20-1176A.jpg,Electrical,Light Bulbs,LED Light Bulbs,,,
11-154,4 Inch 24g Cutting Wheel HMBR Brand,29,29,https://fixit.com.bd/wp-content/uploads/2019/12/11-154A-1.jpg,Tools and Hardware,Power Tool Accessories,Saw Blades,,,
26-2338,10 Inch Flat-Type Wooden Spoon,38,40,https://fixit.com.bd/wp-content/uploads/2019/12/26-2338-web-600x600.jpg,Kitchen,Cooking and Food Preparation,Ladles and Spoons,,,
03-118,4 Inch x 105mm Diamond Saw Karigor Brand,82,82,https://fixit.com.bd/wp-content/uploads/2019/12/03-118-web-600x600.jpg,Tools and Hardware,Power Tool Accessories,Saw Blades,,,
09-010,8 Inch Stainless Steel Tri Square Diamond Brand,86,86,https://fixit.com.bd/wp-content/uploads/2019/12/09-010A-1.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
26-3341,Glass Wiper Red Rubber Edge with Red/White Plastic Handle,105,110,https://fixit.com.bd/wp-content/uploads/2019/12/26-3341A.jpg,Cleaning,Household Cleaners,Glass and Window Cleaners,,,
03-004,16 Inch Hand Saw Rubber Handle HMBR Brand,181,181,https://fixit.com.bd/wp-content/uploads/2019/12/03-004A.jpg,Tools and Hardware,Hand Tools,Hand Saws and Cutting Tools,,,
18-312,1.2 Liter Red Color Spray Bottle great for Roof Farm &amp; Garden,200,210,https://fixit.com.bd/wp-content/uploads/2019/12/18-312A.jpg,Lawn and Garden,Garden Tools,Spray Bottles,,,
30-495,400 ml Fluorescent Red Color Spray Paint ABRO Brand,290,290,https://fixit.com.bd/wp-content/uploads/2019/12/fluroscent-red.jpg,Paint,Spray Paint,General Purpose,,,
05-1506,6 Inch Antique Brass Heavy Duty Tower Bolt (Chitkani) Euro Brand,1188,1250,https://fixit.com.bd/wp-content/uploads/2019/12/05-1506-600x600.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Latches ( Chitkini ),,,
05-1505,8 Inch Antique Brass Heavy Duty Tower Bolt (Chitkani) Euro Brand,1473,1550,https://fixit.com.bd/wp-content/uploads/2019/12/05-1505.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Latches ( Chitkini ),,,
26-4013,12 Inch 305mm Size Marble Cutting Blade TOYO Brand,4918,4918,https://fixit.com.bd/wp-content/uploads/2019/12/marble-cutting.jpg,Tools and Hardware,Power Tool Accessories,Saw Blades,,,
20-1723,50 Meter Reel 13A 250V 4 Sockets Heavy Duty Cable Extension Reel,5300,5500,https://fixit.com.bd/wp-content/uploads/2019/12/20-1723A-1.jpg,Electrical,Extension Cords and Surge Protectors,Power Strips and Multi-Outlet Converters,,,
09-038,1000 ml Pyrex Beaker,333,333,https://fixit.com.bd/wp-content/uploads/2019/12/09-038.jpg,Kitchen,Cooking and Food Preparation,Measuring Cups and Spoons|Storage and Organization,,,
26-3396,Sharp High Quality Meat Cleaver Butchers Knife Chapati,200,200,https://fixit.com.bd/wp-content/uploads/2019/12/26-3324B.jpg,Tools and Hardware,Hand Tools,Knives and Blades,,,
fixit.com.bd-0299,1/2 X 10m  C P Pipe Bush Fitting HMBR Brand,15,15,https://fixit.com.bd/wp-content/uploads/2019/12/565-0299-Pipe-Fitting-Bush-10mm.jpg,Plumbing,Pipes and Fittings,PVC Pipe and Fittings,,,
fixit.com.bd-1737,Curve Shape Stainless Steel Furniture Handle HMBR Brand,56,56,https://fixit.com.bd/wp-content/uploads/2019/12/494-1737-Furniture-Handle-CS-551-L-1.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Pulls,,,
21-198,200 ml Waterproofing Expert Dr. Fixit 101 Wine Red Pidiproof LW+,60,60,https://fixit.com.bd/wp-content/uploads/2019/12/dr-fixit-101lw-28200ml-29-250x250.jpg,Building Materials,Raw Building Materials|Storage and Organization,,,,
28-113,20g HIT Anti Roach Gel to Kill Hidden Cockroaches,199,199,https://fixit.com.bd/wp-content/uploads/2019/12/51TOj9pw-ML.jpg,Lawn and Garden,Insect and Pest Control,Home and Perimeter Insect Control|Lawn and Garden,Insect and Pest Control,Indoor Insect and Pest Control,
26-4207,2 Inch Stainless Steel S Shaped Hook,45,45,https://fixit.com.bd/wp-content/uploads/2019/12/s-hook.jpg,Storage and Organization,Home Storage Hooks,Hooks,,,
21-200,36 gm Standard Epoxy Adhesive Fevitite Brand,88,88,https://fixit.com.bd/wp-content/uploads/2019/12/pidilite-fevitite-standard-epoxy-adhesive-500x500.jpg,Paint,Duct Tape  Glues and Epoxy,Glues and Epoxy,,,
30-9879,Phosporescent Glow-in-Dark Spray Paint Bosny Brand (Radium Spray) (glowing paint),800,800,https://fixit.com.bd/wp-content/uploads/2019/12/bosny-radium.jpg,Paint,Spray Paint,General Purpose,,,
20-1763,70 Liter Stainless Steel Industrial Vacuum Cleaner T Stop Brand,49000,60000,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_5513.jpg,Tools and Hardware,Power Tools,Vacuum Cleaner,,,
29-024,0.36 Inch Clear Tape Scotch Type for Office Use,7,7,https://fixit.com.bd/wp-content/uploads/2019/12/29-024-web-600x600.jpg,Storage and Organization,Office Supplies,Adhesives and Tape,,,
36-118,Cotton Binder White &amp; Red Thread,13,13,https://fixit.com.bd/wp-content/uploads/2019/12/36-118A.jpg,Storage and Organization,Office Supplies,Office Fasteners,,,
36-417,Metal Anti Cutter Blade (Refills Only),38,40,https://fixit.com.bd/wp-content/uploads/2019/12/36-417A.jpg,Tools and Hardware,Hand Tools,Knives and Blades,,,
29-074,3 Inch Fire Proof Electric Insulation Black Gum Tape,52,52,https://fixit.com.bd/wp-content/uploads/2019/12/29-074-web-600x600.jpg,Storage and Organization,Office Supplies,Adhesives and Tape,,,
26-2935,Single Large Naphthalene Ball with Thread Bag for Hanging,57,60,https://fixit.com.bd/wp-content/uploads/2019/12/26-2935A.jpg,Lawn and Garden,Insect and Pest Control,Home and Perimeter Insect Control,,,
26-058,400gm Harpic Powder Packet,63,66,https://fixit.com.bd/wp-content/uploads/2019/12/26-058A.jpg,Cleaning,Household Cleaners,Toilet Cleaners,,,
20-1168,13A 250V Round 2 Pin Off White Color Conversion Plug,78,82,https://fixit.com.bd/wp-content/uploads/2019/12/20-1168A.jpg,Electrical,Dimmers  Switches and Outlets,Plugs and Connectors|Electrical,Switches and Outlets,Plugs and Connectors,
26-3164,Antique Copper Color Shoe Brush Woyea Brand,88,93,https://fixit.com.bd/wp-content/uploads/2019/12/26-3164A.jpg,Cleaning,Cleaning Tools and Supplies,Shoe Brushes,,,
20-539,13 Ampere Multi-Plug  3 Flat Pin 5 Inlet Flag Brand,190,190,https://fixit.com.bd/wp-content/uploads/2019/12/20-539-web-600x600.jpg,Electrical,Dimmers  Switches and Outlets,Plugs and Connectors|Electrical,Switches and Outlets,Plugs and Connectors,
04-569,8mm 10mm 12mm Stainless Steel T Socket Type &amp; Y Socket type High Quality Wrench  Feibao Brand,143,150,https://fixit.com.bd/wp-content/uploads/2019/12/04-569A.jpg,Tools and Hardware,Hand Tools,Sockets and Ratchets,,,
26-3167,Antique Copper Color Hair Comb K.H. Brand,160,168,https://fixit.com.bd/wp-content/uploads/2019/12/26-3167A.jpg,Cleaning,Personal Care,Hair Combs,,,
20-1293,Green & Red On-Off Switch for Motors Grey Body,165,171,https://fixit.com.bd/wp-content/uploads/2019/12/20-1293A.jpg,Electrical,Switches and Outlets,Switches,,,
20-1248,18 Watt E-27 Spiral Energy Saver Bulb RSR Brand with Screw In Install,171,180,https://fixit.com.bd/wp-content/uploads/2019/12/20-1248-web.jpg,Electrical,Light Bulbs,LED Light Bulbs,,,
03-090,5 Pcs Jig Saw Blade Wynn's Brand,181,191,https://fixit.com.bd/wp-content/uploads/2019/12/03-090A.jpg,Tools and Hardware,Power Tool Accessories,Saw Blades,,,
10-047,Paint Roller Extension Handle Use with Paint Roller to Paint Tall Hard to Reach places (Ceiling),219,219,https://fixit.com.bd/wp-content/uploads/2019/12/10-047A-1.jpg,Paint,Paint Supplies,Paint Rollers,,,
30-068,400 ml Leaf Green Color Spray Paint Bosny Brand,245,245,https://fixit.com.bd/wp-content/uploads/2019/12/Leaf-Green.jpg,Paint,Spray Paint,General Purpose,,,
03-071,12 Inch Yellow &amp; Black Hack Saw Frame with Blade HMBR Brand,266,266,https://fixit.com.bd/wp-content/uploads/2019/12/03-071-web-600x600.jpg,Tools and Hardware,Hand Tools,Hand Saws and Cutting Tools,,,
26-2391,Wooden Toilet Tissue Holder Woody Brand Wall Mounting,296,296,https://fixit.com.bd/wp-content/uploads/2019/12/26-2391-web-600x600.jpg,Bath and Faucets,Bathroom Accessories and Hardware,Toilet Paper Holders,,,
01-1274,7 Pcs Precision Screwdriver HMBR Brand,300,300,https://fixit.com.bd/wp-content/uploads/2019/12/01-1274.jpg,Tools and Hardware,Hand Tools,Screwdrivers,,,
20-282,250gm Soldering Lead Taiwan Brand,343,343,https://fixit.com.bd/wp-content/uploads/2019/12/20-282A.jpg,Tools and Hardware,Welding &amp; Soldering,Soldering,,,
05-1598,96mm Antique Copper Color Furniture Handle L623,390,410,https://fixit.com.bd/wp-content/uploads/2019/12/05-1598A.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Pulls,,,
14-197,11 Inch Lock Grip Plier C-Type with Rubber Handle HMBR Brand,476,502,https://fixit.com.bd/wp-content/uploads/2019/12/14-197-web-600x600.jpg,Tools and Hardware,Hand Tools,Pliers,,,
01-379,Zinc Alloy Round Suction Cup Heavy Duty Glass Holder (For use with large glass Pieces),511,511,https://fixit.com.bd/wp-content/uploads/2019/12/01-379A.jpg,Tools and Hardware,Hand Tools,Suction Cups,,,
06-244,60mm Antique Brass Color Fancy Pad Lock AuBoud Brand,677,677,https://fixit.com.bd/wp-content/uploads/2019/12/06-244-web-600x600.png,Tools and Hardware,Safety and Security,Pad Locks,,,
06-318,4 Keys Antique Bronze Color High Tech Safe Anti-Theft Lock Security Padlock Lock C6-60H AuBoud Brand,912,912,https://fixit.com.bd/wp-content/uploads/2019/12/06-318A.jpg,Tools and Hardware,Safety and Security,Pad Locks,,,
01-1036,0-150mm Digital Caliper Wynn's Brand,1927,1927,https://fixit.com.bd/wp-content/uploads/2019/12/01-1036A.jpg,Tools and Hardware,Hand Tools,Calipers,,,
08-959,6 Keys Stainless Steel Color Door Rim Lock Simple Design,2122,2122,https://fixit.com.bd/wp-content/uploads/2019/12/08-959A-1.jpg,Tools and Hardware,Safety and Security,Door Locks,,,
05-1285,1 - 9 size adjustable spring tension Antique Copper Color Door Closer Set EZ Brand,2556,2556,https://fixit.com.bd/wp-content/uploads/2019/12/05-1285-web-600x600.jpg,Tools and Hardware,Door Knobs and Hardware,Door Closers,,,
18-284,15 m Orange Color Wall Mount Garden Hose Reel Heavy Duty With Brass Nozzle Spray Gun,3400,3400,https://fixit.com.bd/wp-content/uploads/2019/12/18-283A.jpg,Lawn and Garden,Watering and Irrigation,Garden Hoses,,,
29-156,0.75 Inch Double sided VAB Foam Tape For Hanging Things from Wall (High Quality),570,600,https://fixit.com.bd/wp-content/uploads/2019/12/29-156C-1.jpg,Storage and Organization,Office Supplies,Adhesives and Tape,,,
26-4022,Spark Small Gas Lighter,321,321,https://fixit.com.bd/wp-content/uploads/2019/12/26-4022.jpg,Kitchen,Cooking and Food Preparation,Charcoal Starter and Lighters,,,
26-3411,(2 Kg Capacity) 2 Pcs Flower Shape Adhesive Picture Hook (Sticks to Wall),75,75,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_4630.jpg,Tools and Hardware,Fasteners,Picture and Mirror Hanging,,,
01-1488,Stormshopping Professional Garden Grafting Pruning Pruner Shear Cutting Tools Kit with Grafting Tape for Plant Fruit Tree by,2500,2900,https://fixit.com.bd/wp-content/uploads/2019/12/71Rl-5jSrsL._SL1500_.jpg,Lawn and Garden,Garden Tools,Pruning Tools,,,
18-425,Minidiva Single Roll Self-Adhesive Nursery Stretchable Garden Flower Vegetable Grafting Tapes Fruit Tree Grafting Films Plants Tools 3cm*100m (White),450,450,https://fixit.com.bd/wp-content/uploads/2019/12/51oQkNHkr3L._SL1000_.jpg,Lawn and Garden,Garden Tools,Pruning Tools,,,
19-923,6 Inch Metal Hose Clamp (Fit Rubber Pipes with Garden Taps),62,62,https://fixit.com.bd/wp-content/uploads/2019/12/19-885.jpg,Lawn and Garden,Watering and Irrigation,Spray Guns,,,
15-025,12 Inch Spirit Level Karigor Brand,75,75,https://fixit.com.bd/wp-content/uploads/2019/12/Spirit-Level-12-inch.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
26-4254,382ml Rust Remover WD-40 Brand,530,530,https://fixit.com.bd/wp-content/uploads/2019/12/26-4254.jpg,Cleaning,Household Cleaners,All Purpose Cleaners,,,
Fixit-79551,800W 800-3200rpm Jig Saw machine Tolsen Brand 79551,3950,4500,https://fixit.com.bd/wp-content/uploads/2019/12/79551.jpg,Tools and Hardware,Power Tools,Jig Saws,,,
36-353,Single Piece Metal Binder Clip,6,6,https://fixit.com.bd/wp-content/uploads/2019/12/36-353A.jpg,Storage and Organization,Garages and Outdoor Storage,Canopy Accessories,,,
26-2874,4 Inch x 6 Inch Plastic Zipper Bag,12,12,https://fixit.com.bd/wp-content/uploads/2019/12/26-2874A.jpg,Kitchen,Kitchen Storage and Organization,Food Storage,,,
26-2981,1.55V AG8/391A Alkaline Battery TIAN QIU Brand,24,25,https://fixit.com.bd/wp-content/uploads/2019/12/26-2981A.jpg,Electrical,Batteries,Household Batteries,,,
28-104,5 gm Packet Cockroach Powder,29,29,https://fixit.com.bd/wp-content/uploads/2019/12/28-104-600x600.jpg,Lawn and Garden,Insect and Pest Control,Home and Perimeter Insect Control,,,
05-412,70mm Golden Color Furniture Handle,48,48,https://fixit.com.bd/wp-content/uploads/2019/12/05-412A.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Pulls,,,
20-1398,13A 220V 3 Flat Pin Switch Socket,43,46,https://fixit.com.bd/wp-content/uploads/2019/12/20-1398A.jpg,Electrical,Switches and Outlets,Switches,,,
19-1351,Shattaf Toilet Commode Shower Pipe Karigor Brand w/o Spray Head,86,86,https://fixit.com.bd/wp-content/uploads/2019/12/19-1351A.jpg,Bath and Faucets,Bathroom Accessories and Hardware,Hose Bibbs and SillCocks,,,
36-411,2 Inch Stainless Steel Fancy Nail Cutter Rimei Brand 605-6402,50,53,https://fixit.com.bd/wp-content/uploads/2019/12/36-411A.jpg,Cleaning,Personal Care,Nail Care,,,
21-155,125 gm Synthetic Resin Adhesive Fevicol Brand For Use In Furniture  Heat &amp; Water Resistant,50,50,https://fixit.com.bd/wp-content/uploads/2019/12/21-067-web-600x600.jpg,Paint,Duct Tape  Glues and Epoxy,Glues and Epoxy,,,
26-3121,Plastic Green Water Filter Best with Long Neck Kitchen Tap (General Fit),58,61,https://fixit.com.bd/wp-content/uploads/2019/12/26-3121A.jpg,Kitchen,Water Dispensers and Filters,Water Filtration Systems,,,
26-2867,2 Pcs Packet 1.5 Volts AAA Size Uniross Battery,56,56,https://fixit.com.bd/wp-content/uploads/2019/12/26-2867A.jpg,Electrical,Batteries,Household Batteries,,,
20-1210,8 Inch Size 8X200mm White Color 50 Pcs Packet Cable Tie,67,70,https://fixit.com.bd/wp-content/uploads/2019/12/20-1210A.jpg,Electrical,Electrical Tools and Accessories,Cable Tie,,,
26-3057,(1.5 Kg Capacity) 5 Pcs Packet Adhesive Hook Model 7038,91,96,https://fixit.com.bd/wp-content/uploads/2019/12/26-3057A.jpg,Tools and Hardware,Fasteners,Picture and Mirror Hanging,,,
26-3318,Green Large Rubber Hand Gloves for Kitchen & Cleaning Heavy Duty,97,102,https://fixit.com.bd/wp-content/uploads/2019/12/26-3318A-1.jpg,Kitchen,Small Appliances,Hand Gloves,,,
26-1877,4 Inch Plastic Nail Brush with Handle,114,120,https://fixit.com.bd/wp-content/uploads/2019/12/26-1877A.jpg,Cleaning,Cleaning Tools and Supplies,Nail Brushes,,,
26-2629,Magic Towel Lupi Brand (Yellow  Blue  Pink and Light Blue),114,114,https://fixit.com.bd/wp-content/uploads/2019/12/26-2629-web.jpg,Kitchen,Tableware and Bar,Kitchen Towels,,,
26-2533,White Plastic Suction Cup Hook Upto 3 Kg Capacity,119,126,https://fixit.com.bd/wp-content/uploads/2019/12/26-2533-web-600x600.jpg,Tools and Hardware,Fasteners,Picture and Mirror Hanging,,,
26-3213,2 Pcs Packet Blue Color Commode Cistern Tablet Kill Germs Biro Brand,121,127,https://fixit.com.bd/wp-content/uploads/2019/12/26-3213A.jpg,Cleaning,Household Cleaners,Toilet Cleaners,,,
04-147,6 mm X 8 mm Angle Head Ratchet Spanner,114,114,https://fixit.com.bd/wp-content/uploads/2019/12/04-147D.jpg,Tools and Hardware,Hand Tools,Sockets and Ratchets,,,
26-2789,Stainless Steel Scissor Rimei Brand,133,140,https://fixit.com.bd/wp-content/uploads/2019/12/26-2789A.jpg,Kitchen,Cooking and Food Preparation,Scissors,,,
20-1163,Soldering Iron Stand High Quality,123,123,https://fixit.com.bd/wp-content/uploads/2019/12/20-1163A.jpg,Tools and Hardware,Welding &amp; Soldering,Soldering,,,
10-041,3 Inch Brown Color Natural bristle Paint Brush HMBR Brand,132,132,https://fixit.com.bd/wp-content/uploads/2019/12/10-041A.jpg,Paint,Paint Supplies,Paint Brushes,,,
03-103,17mm Metal Round Head Glass Cutter,160,168,https://fixit.com.bd/wp-content/uploads/2019/12/03-103A.jpg,Tools and Hardware,Hand Tools,Glass Cutters,,,
29-155,1 Inch Blue Fluorescent Tape,171,180,https://fixit.com.bd/wp-content/uploads/2019/12/29-155A.jpg,Storage and Organization,Office Supplies,Adhesives and Tape,,,
03-125,6 Inch Toothed Stainless Steel Knife Blade,209,209,https://fixit.com.bd/wp-content/uploads/2019/12/03-125-web-600x600.jpg,Tools and Hardware,Hand Tools,Knives and Blades,,,
01-107,5 Inch x11 Inch Steel Hand Trowel with Wooden Handle HMBR Brand,170,170,https://fixit.com.bd/wp-content/uploads/2019/12/01-107-web-600x600.jpg,Building Materials,Builders Hardware,Tile and Flooring,,,
01-411,6 Inch 5 Pcs Screwdriver Tester Set Stainless Steel HMBR Brand,200,210,https://fixit.com.bd/wp-content/uploads/2019/12/01-411A.jpg,Electrical,Electrical Tools and Accessories,Electrical Test Meter,,,
30-387,400 ml Gold Color Spray Paint Zorrofix Brand,239,251,https://fixit.com.bd/wp-content/uploads/2019/12/30-444-600x600.jpg,Paint,Spray Paint,General Purpose,,,
26-2439,Microfiber Duster With Long Handle,803,803,https://fixit.com.bd/wp-content/uploads/2019/12/26-2439A.jpg,Cleaning,Cleaning Tools and Supplies,Dusters,,,
03-070,12 Inch Red Handle &amp; Steel Body Hack Saw Frame with Blade HMBR Brand,266,266,https://fixit.com.bd/wp-content/uploads/2019/12/03-070-web-600x600.jpg,Tools and Hardware,Hand Tools,Hand Saws and Cutting Tools,,,
26-1546,650  ml Multipurpose Foaming Cleaner Getsun &amp; Biaobang Brand,260,260,https://fixit.com.bd/wp-content/uploads/2019/12/26-1546-web-600x600.jpg,Cleaning,Household Cleaners,Furniture and Upholstery Cleaners,,,
26-4121,Pink Color Toilet Commode Bursh with Plastic Bristle Model 9055C Sontai Brand,160,160,https://fixit.com.bd/wp-content/uploads/2019/12/26-3036A.jpg,Cleaning,Cleaning Tools and Supplies,Toilet Brushes and Holders,,,
26-2989,1 Pcs Packet 9 Volts Rechargeable Battery Duracell Brand,291,291,https://fixit.com.bd/wp-content/uploads/2019/12/26-2989A.jpg,Electrical,Batteries,Household Batteries,,,
