Sku,Title,Price,Regular Price,images,Primary,Sub Categories,Sub Sub categories,,,
Fixit-5504-9,9mm Blade Knife Hans Brand,334,334,https://fixit.com.bd/wp-content/uploads/2019/12/9mm-Blade-Knife-Hans-Brand.jpg,Tools and Hardware,Hand Tools,Knives and Blades,,,
Fixit-SW-160,160mm Strap Wrench Hans Brand,1131,1131,https://fixit.com.bd/wp-content/uploads/2019/12/160mm-Strap-Wrench-Hans-Brand.jpg,Tools and Hardware,Hand Tools,Wrenches,,,
Fixit-SW-260,260mm Strap Wrench Hans Brand,2103,2103,https://fixit.com.bd/wp-content/uploads/2019/12/260mm-Strap-Wrench-Hans-Brand.jpg,Tools and Hardware,Hand Tools,Wrenches,,,
Fixit-1773M03,3mm Ball Point Hex Key Wrench Long Hans Brand,80,80,https://fixit.com.bd/wp-content/uploads/2019/12/3mm-Ball-Point-Hex-Key-Wrench-Long-Hans-Brand.jpg,Tools and Hardware,Hand Tools,Wrenches,,,
Fixit-1773M04,4mm Ball Point Hex Key Wrench Long Hans Brand,94,94,https://fixit.com.bd/wp-content/uploads/2019/12/4mm-Ball-Point-Hex-Key-Wrench-Long-Hans-Brand.jpg,Tools and Hardware,Hand Tools,Wrenches,,,
26-3199,Antique Copper Color Dustbin for Cigarette,6175,6175,https://fixit.com.bd/wp-content/uploads/2019/12/26-3199.jpg,Cleaning,Trash and Recycling,Recycling Bins,,,
01-1309,"60PCS PROFESSIONAL GRADE 3/8"" DR. FLANK SOCKET SET Toptul Brand",8422,8866,https://fixit.com.bd/wp-content/uploads/2019/12/p_160929_08528.jpg,Tools and Hardware,Hand Tools,Wrenches,Socket Wrenches|Tools and Hardware,Hand Tools,Socket Wrenches
26-1025,Auto Care Vinyl Protectant-Car Sprayway Brand,712,712,https://fixit.com.bd/wp-content/uploads/2019/12/26-1025.jpg,Cleaning,Household Cleaners,Car Cleaners,,,
26-1020,425g Stainless Steel Cleaner and Polish Sprayway Brand,620,620,https://fixit.com.bd/wp-content/uploads/2019/12/26-1020.jpg,Cleaning,Household Cleaners,Furniture and Upholstery Cleaners|Cleaning,Household Cleaners,Glass and Window Cleaners,
26-731,520 ml Glass Cleaner Whiz Brand,230,230,https://fixit.com.bd/wp-content/uploads/2019/12/26-731.jpg,Cleaning,Household Cleaners,Glass and Window Cleaners,,,
26-4036,500ml Cream Lemon Multi Surface Cleaner CIF Brand,690,690,https://fixit.com.bd/wp-content/uploads/2019/12/26-4036.jpg,Cleaning,Household Cleaners,All Purpose Cleaners,,,
18-410,1800W 42cm Electric Rotary Lawn Mower with Compact Black & Decker Brand (Grass Cutter),44000,48000,https://fixit.com.bd/wp-content/uploads/2019/12/Imageresizer.jpg,Lawn and Garden,Garden Tools,,,,
26-1200-1,500 ml Lemon Scented Fabric Freshener for Sofa  Carpet  Curtain & Sheets Zepto Brand,180,180,https://fixit.com.bd/wp-content/uploads/2019/12/lemonfabricfreshener.jpg,Cleaning,Household Cleaners,Cloth Cleaners|Cleaning,Household Cleaners,Furniture and Upholstery Cleaners,
26-1200-2,500 ml Jesmine Scented Fabric Freshener for Sofa  Carpet  Curtain & Sheets Zepto Brand,180,180,https://fixit.com.bd/wp-content/uploads/2019/12/jasmine-fabric-freshener.jpg,Cleaning,Household Cleaners,Cloth Cleaners|Cleaning,Household Cleaners,Furniture and Upholstery Cleaners,
13-003,1/8 mm HSS Drill Bit HMBR Brand,15,15,https://fixit.com.bd/wp-content/uploads/2019/12/231-1145-HSS-Drill-Bit-1x8-1.jpg,Tools and Hardware,Power Tool Accessories,Drill Bits,,,
Fixit-1654,6.5 mm Royal Plug HMBR Brand,14,14,https://fixit.com.bd/wp-content/uploads/2019/12/594-1654-Wall-plug-6.jpg,Tools and Hardware,Screws  Nails and Anchors,Anchors,,,
13-005,9/64 mm HSS Drill Bit HMBR Brand,20,20,https://fixit.com.bd/wp-content/uploads/2019/12/232-1147-HSS-Drill-Bit-9x64.jpg,Tools and Hardware,Power Tool Accessories,Drill Bits,,,
13-004,5/32 mm HSS Drill bit HMBR Brand (2Pcs Packet),25,25,https://fixit.com.bd/wp-content/uploads/2019/12/233-1146-HSS-Drill-Bit-5x32.jpg,Tools and Hardware,Power Tool Accessories,Drill Bits,,,
fixit.com.bd-0177,2 Inch Brass  Gate Valve HMBR Brand,1200,1200,https://fixit.com.bd/wp-content/uploads/2019/12/625-0177-Brass-Gate-Valve-2in.jpg,Plumbing,Valves,Gate Valves,,,
fixit.com.bd-1119,36 Inch Aluminium Connection Pipe HMBR Brand,105,105,https://fixit.com.bd/wp-content/uploads/2019/12/561-1119-Connection-Pipe-Alu-36in-1.jpg,Plumbing,Pipes and Fittings,PVC Pipe and Fittings,,,
fixit.com.bd-1676,Copper Color Door Magnet Victorian Design D 801 HMBR Brand,300,300,https://fixit.com.bd/wp-content/uploads/2019/12/313-1676-Door-Magnet-D-801-1.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Door Stoppers,,,
fixit.com.bd-1675,Silver Color Door Magnet Victorian Design Door Magnet D802 HMBR Brand,300,300,https://fixit.com.bd/wp-content/uploads/2019/12/314-1675-Door-Magnet-D-802-1.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Door Stoppers,,,
fixit.com.bd-1712,96 mm Stainless Steel Furniture Handle 907 YAZ HMBR Brand,123,123,https://fixit.com.bd/wp-content/uploads/2019/12/465-1712-Furniture-Handle-907-96-1.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Pulls,,,
fixit.com.bd-1844,45 cm Flexible Hose Pipe HMBR Brand,117,117,https://fixit.com.bd/wp-content/uploads/2019/12/1844-1.jpg,Plumbing,Pipes and Fittings,PVC Pipe and Fittings,,,
fixit.com.bd-0230,2 Inch 50mm Furnitur Screw  HMBR Brand,260,260,https://fixit.com.bd/wp-content/uploads/2019/12/438-0230-Furniture-Screw-2in-1.jpg,Tools and Hardware,Screws  Nails and Anchors,Screws,,,
fixit.com.bd-1744,128mm Stainless Steel Furniture Handle Minimalist Design CS-725 HMBR Brand,83,83,https://fixit.com.bd/wp-content/uploads/2019/12/463-1744-Furniture-Handle-CS-725-128-1.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Pulls,,,
26-2149,3500 ml Bathroom Cleaner Vixol Brand,800,800,https://fixit.com.bd/wp-content/uploads/2019/12/ShotType1_328x328.jpg,Cleaning,Household Cleaners,Bathroom Cleaners,,,
26-286,900 ml Floor Cleaner Whiz Brand,285,285,https://fixit.com.bd/wp-content/uploads/2019/12/26-286.jpg,Cleaning,Household Cleaners,Floor Cleaners,,,
26-730,900 ml Bathroom Cleaner Vixol Brand,250,250,https://fixit.com.bd/wp-content/uploads/2019/12/vbc.jpg,Cleaning,Household Cleaners,Bathroom Cleaners,,,
26-732,360 ml Glass Cleaner Whiz Brand,165,165,https://fixit.com.bd/wp-content/uploads/2019/12/26-732.jpg,Cleaning,Household Cleaners,Glass and Window Cleaners,,,
26-4069,800 ml Expert Wash Micro Active Fresh Laundry Detergent Hygiene Brand,380,380,https://fixit.com.bd/wp-content/uploads/2019/12/26-4069.jpg,Cleaning,Household Cleaners,Cloth Cleaners|Cleaning,Household Cleaners,Dishwasher Detergent and Soap,
26-4014,8gm Pink Sweet Fabric Freshener Hygiene Brand,125,125,https://fixit.com.bd/wp-content/uploads/2019/12/26-4014.jpg,Cleaning,Personal Care,Fabric Conditioner,,,
26-4047,6 Step Aluminium Ladder HMBR Brand,3000,3000,https://fixit.com.bd/wp-content/uploads/2019/12/26-4047.jpg,Building Materials,Building Supplies,Ladders,,,
20-055,5 Ampere 250V 5 Inlet Conversion Multi Plug Round Pin Type Flag Brand,100,100,https://fixit.com.bd/wp-content/uploads/2019/12/20-055a.jpg,Electrical,Dimmers  Switches and Outlets,Plugs and Connectors|Electrical,Switches and Outlets,Plugs and Connectors,
C 110.7-6 X-TRA,220-240V 1.4 KW 11MPa 440 Lt/h High Pressure Washer Nisfisk Brand,13500,13500,https://fixit.com.bd/wp-content/uploads/2019/12/C-110.7-6-X-TRA.jpg,Tools and Hardware,Power Tools,Pressure Washers,,,
BE-10,450 W 0-2400 rpm Electric Rotary Drill Machine Metabo Brand BE-10,6600,6600,https://fixit.com.bd/wp-content/uploads/2019/12/be-10-0013300s_53.jpg,Tools and Hardware,Power Tools,Drill Machine,,,
BE-650,650 W 0-2800 rpm Electric Rotary Drill Machine Metabo Brand BE-650,7200,7200,https://fixit.com.bd/wp-content/uploads/2019/12/be-650.jpg,Tools and Hardware,Power Tools,Drill Machine,,,
b-32/3,1800W 32mm 0 - 170 / 0 - 320 / 0 - 470 rpm Rotary Drill Machine Metabo Brand B 32/3,55000,55000,https://fixit.com.bd/wp-content/uploads/2019/12/metabo-b32-3.jpg,Tools and Hardware,Power Tools,Drill Machine,,,
M-100,65mm 18000N Magnetic Drill Stand Metabo Brand M 100,,,https://fixit.com.bd/wp-content/uploads/2019/12/2710000s_51.jpg,Tools and Hardware,Power Tool Accessories,Drill Stand,,,
SBE 650,650W 0-28000 rpm Corded Impact Drill Machine Metabo Brand SBE 650,7000,7000,https://fixit.com.bd/wp-content/uploads/2019/12/sbe-650-0067100s_51.jpg,Tools and Hardware,Power Tools,Drill Machine,,,
SBE 780-2,780W 0-1100/ 0-3100 rpm Corded Impact Drill Machine Metabo Brand SBE 780-2,13500,13500,https://fixit.com.bd/wp-content/uploads/2019/12/sbe-780-2-0078100s_51.jpg,Tools and Hardware,Power Tools,Drill Machine,,,
MC 2C-120/520 T,230V 50Hz 2800rpm High Pressure Car Washer Nisfisk Brand MC 2C-120/520 T,85000,85000,https://fixit.com.bd/wp-content/uploads/2019/12/1518541452.jpg,Tools and Hardware,Power Tools,Pressure Washers,,,
MC 4M-140/620,230V 50Hz 1450 rpm High Pressure Washer Nisfisk Brand MC 4M-140/620,155000,155000,https://fixit.com.bd/wp-content/uploads/2019/12/1518541622.jpg,Tools and Hardware,Power Tools,Pressure Washers,,,
Densin C-200E,220V-240v 50Hz 1750 rpm High Pressure Washer Nisfisk Brand  Densin C-200E,136500,136500,https://fixit.com.bd/wp-content/uploads/2019/12/C110E_C170E_C200E_6451a60b-1325-4c1d-a1ec-a749b5756919_1024x1024.jpg,Tools and Hardware,Power Tools,Pressure Washers,,,
01-941,51 pcs. Heavy Duty Electric Tool Set Wynn's Brand,5225,5225,https://fixit.com.bd/wp-content/uploads/2019/12/01-941.jpg,Tools and Hardware,Tools Storage,Tools Set,,,
01-1454,120 Pieces Advanced Tool Kit set Fixman Brand,19212,19212,https://fixit.com.bd/wp-content/uploads/2019/12/fixman_b5120m.jpg,Tools and Hardware,Hand Tools,Sockets and Ratchets|Tools and Hardware,Tools Storage,,
01-893,72 Pieces Advanced Tool Kit set Fixman Brand,13234,13234,https://fixit.com.bd/wp-content/uploads/2019/12/i-fixman-zestaw-narzedziowy-1-4-1-2-b5072m.jpg,Tools and Hardware,Hand Tools,Sockets and Ratchets|Tools and Hardware,Tools Storage,,
40-322,4.5 Feet Blue & Yellow Color Dog Belt,145,145,https://fixit.com.bd/wp-content/uploads/2019/12/40-322.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-323,4 Feet Heavy Duty Multi Color Dog Belt,266,266,https://fixit.com.bd/wp-content/uploads/2019/12/40-323.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-324,3.5 Feet Thik Multi Color Dog Belt,162,162,https://fixit.com.bd/wp-content/uploads/2019/12/40-324.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-325,5 Feet Multi Color Dog Belt with Chest,210,210,https://fixit.com.bd/wp-content/uploads/2019/12/40-325.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-330,4 Feet Maroon & White Color Dog Belt,200,200,https://fixit.com.bd/wp-content/uploads/2019/12/40-330.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-329,3.5 Feet Black & Red Color Dog Belt,240,240,https://fixit.com.bd/wp-content/uploads/2019/12/40-329a.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-328,3.5 Feet Thick Black & Yellow Color Dog Belt,210,210,https://fixit.com.bd/wp-content/uploads/2019/12/40-328.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
27-083,Traffic Cone Collapsible with Reflective and Lights Orange,1989,1989,https://fixit.com.bd/wp-content/uploads/2019/12/Y2379955-A38883-450mm-Collapsible-Cone_1.jpg,Tools and Hardware,Safety Gear and Equipment,Caution Sign|Tools and Hardware,Safety and Security,,
06-342-1,3 Keys 50mm Steel Alloy Anti Theft Smart Pad Lock C2-50 Anbound Brand,808,808,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_3320.jpg,Tools and Hardware,Safety and Security,,,,
26-4080,25 Inch Half Round shape Red color Flower Design Non Slip Door Carpet Floor Door Mat ZZ235,250,250,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_3615.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4180,Adopt Popular Appearance Design with Humanized Style Gear Cover Box,428,428,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_3260.jpg,Tools and Hardware,Automotive,Auto Care and Detailing,,,
26-4179,Multi Color Rubberized Gear Cover Box,150,150,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_3280.jpg,Tools and Hardware,Automotive,Auto Care and Detailing,,,
05-1753,4pcs Black Color Rubberized Universal Car Door Removable Anti Crash Strip Edge Guard Stickers,220,220,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_3282-1.jpg,Automotive,Automotive Detailing,,,,
26-4080,25 Inch X 16 Inch Half Round shape Red color Flower Design Non Slip Door Carpet Floor Door Mat ZZ235,190,190,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_3615.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4081,26 Inch X 17 Inch Beautiful Design Non Slip Soft Floor Door Mat ZR226,428,428,https://fixit.com.bd/wp-content/uploads/2019/12/26-4081.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4082,24 Inch X 16 Inch Soft Floor Door Mat China Brand ZR218,276,276,https://fixit.com.bd/wp-content/uploads/2019/12/26-4082.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4083,31 Inch X 19 Inch Fabric Floor Door Mat  ZR198,618,618,https://fixit.com.bd/wp-content/uploads/2019/12/26-4083.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4085,23 Inch X 16 Inch Soft Floor Door Mat XNE029,238,238,https://fixit.com.bd/wp-content/uploads/2019/12/26-4085.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4086,31 Inch X 20 Inch Soft Floor Door Mat MQ074,456,456,https://fixit.com.bd/wp-content/uploads/2019/12/26-4086.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4087,24 Inch X 16 Inch Fabric Soft Floor Door Mat XNE109,523,523,https://fixit.com.bd/wp-content/uploads/2019/12/26-4087.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4089,34 Inch X 23 Inch Multi Color Non Slip Door Carpet Floor Mat  China Brand TJ007,608,608,https://fixit.com.bd/wp-content/uploads/2019/12/26-4089.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4090,31 Inch X 20 Inch Fiber Soft Floor Door Mat MQ074,390,390,https://fixit.com.bd/wp-content/uploads/2019/12/26-4090.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4091,28 Inch X 15 Inch Round Corner Pink Color Rubber Door Mat for Bathroom MH055,304,304,https://fixit.com.bd/wp-content/uploads/2019/12/26-4091.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4092,27 Inch X 15 Inch Rubber Floor Door Mat for Bathroom AJ-6821,304,304,https://fixit.com.bd/wp-content/uploads/2019/12/26-4092.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4093,27 Inch X 15 Inch Round Corner Blue Color Rubber Door Mat for Bathroom AJ-6821,266,266,https://fixit.com.bd/wp-content/uploads/2019/12/26-4093.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4094,30 Inch X 18 Inch Round Corner Red color Rubber Floor Door Mat China Brand HD140,333,333,https://fixit.com.bd/wp-content/uploads/2019/12/26-4094.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4095,26 Inch X 17 Inch Rounded Corner Rubber Floor Door Mat China Brand HD139,266,266,https://fixit.com.bd/wp-content/uploads/2019/12/26-4095.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4096,31 Inch x 20 Inch Gray Color Soft Floor Door Mat HD035,532,532,https://fixit.com.bd/wp-content/uploads/2019/12/26-4096.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4097,24 Inch X 16 Inch Gray Color Soft Floor Door Mat HD033,361,361,https://fixit.com.bd/wp-content/uploads/2019/12/26-4097.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4098,24 Inch X 16 Inch Red &amp; Off White Color Non Slip Floor Door Mat HD032,266,266,https://fixit.com.bd/wp-content/uploads/2019/12/26-4098.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4099,30 Inch Inch Half Round Shape Red color Floor Door Mat HD140,314,314,https://fixit.com.bd/wp-content/uploads/2019/12/26-4099.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4102,23 Inch X 16 Inch Blue Color Non Slip Floor Door Carpet DDD71,342,342,https://fixit.com.bd/wp-content/uploads/2019/12/26-4102.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4103,27 Inch x 17 Inch Round Corner Multi Color Non Slip Floor Door Mat DDD69,504,504,https://fixit.com.bd/wp-content/uploads/2019/12/26-4103.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4105,27 Inch X 18 Inch Round Corner Soft Floor Door Mat DDD65,808,808,https://fixit.com.bd/wp-content/uploads/2019/12/26-4105.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4107,23 Inch X 15 Inch Round Corner Soft Floor Door Mat DD016,266,266,https://fixit.com.bd/wp-content/uploads/2019/12/26-4107.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
26-4108,24 Inch X 16 Inch Round Corner Red Color Flower Design Non Slip Door Carpet Floor Mat DOOR MAT 3A231,333,333,https://fixit.com.bd/wp-content/uploads/2019/12/26-4108.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
08-1158,15 Inch Width X 12 Inch Height Excellent Electronic Steel Safe Security Box with Digital PIN or Override Key for Home Office Jewelry Money Cash Storage Safety Locker,13775,14500,https://fixit.com.bd/wp-content/uploads/2019/12/08-1158.jpg,Tools and Hardware,Safety and Security,Safety Lockers,,,
40-331,Multi Color Thick Dog belt,220,220,https://fixit.com.bd/wp-content/uploads/2019/12/40-331.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-332,Red Black & Yellow Heavy Duty Dog Belt,550,550,https://fixit.com.bd/wp-content/uploads/2019/12/40-332.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-333,Black & Yellow Color Heavy Duty Dog Belt,340,340,https://fixit.com.bd/wp-content/uploads/2019/12/40-333.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-334,Red & Blue Color Dog belt with Chest Medium,550,550,https://fixit.com.bd/wp-content/uploads/2019/12/40-334.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-335,Violet Medium Color Dog Belt,350,350,https://fixit.com.bd/wp-content/uploads/2019/12/40-335.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-336,Green & Black Color Dog belt with chest,290,290,https://fixit.com.bd/wp-content/uploads/2019/12/40-336.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-337,4 Feet Black and Blue Color Dog belt,340,340,https://fixit.com.bd/wp-content/uploads/2019/12/40-337.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-338,Red Color Dog Belt,550,550,https://fixit.com.bd/wp-content/uploads/2019/12/40-338.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-339,Red and  black Color Dog belt with Chest,510,510,https://fixit.com.bd/wp-content/uploads/2019/12/40-339.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-340,Black Color Pet Dog Belt,650,650,https://fixit.com.bd/wp-content/uploads/2019/12/40-340.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-341,Heavy Duty Pet Dog Belt,550,550,https://fixit.com.bd/wp-content/uploads/2019/12/40-341.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-342,Blue & Black Color Heavy Duty Pet Dog Belt,510,510,https://fixit.com.bd/wp-content/uploads/2019/12/40-342.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-343,Red & Blue Color Heavy Duty Small Pet Dog belt,340,340,https://fixit.com.bd/wp-content/uploads/2019/12/40-343.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-345,Black Color Heavy Duty Dog belt,340,340,https://fixit.com.bd/wp-content/uploads/2019/12/40-345.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-346,Black & Blue Color Pet Dog belt,340,340,https://fixit.com.bd/wp-content/uploads/2019/12/40-346.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-347,Red & Blue Color Heavy Dog belt,650,650,https://fixit.com.bd/wp-content/uploads/2019/12/40-347.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-349,Blue & Black Color Pet Dog belt,240,240,https://fixit.com.bd/wp-content/uploads/2019/12/40-349.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-350,Blue & Black Color Pet Dog belt With Chain,480,480,https://fixit.com.bd/wp-content/uploads/2019/12/40-350.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-351,Small Size Dog body belt,850,850,https://fixit.com.bd/wp-content/uploads/2019/12/40-351.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-352,Small Size Dog body belt,950,950,https://fixit.com.bd/wp-content/uploads/2019/12/40-352.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
40-354,Large Size Dog body belt,1250,1250,https://fixit.com.bd/wp-content/uploads/2019/12/40-354.jpg,Outdoor Living,Pet Supplies and Wildlife,Belts,,,
05-1740,Antique Brass Color Door Chain,270,270,https://fixit.com.bd/wp-content/uploads/2019/12/05-1740.jpg,Tools and Hardware,Gate Hardware,Gate Latches,,,
05-1741,Antique Copper Color Stainless Steel Door Chain Zuodengbao Brand,270,270,https://fixit.com.bd/wp-content/uploads/2019/12/05-1741.jpg,Tools and Hardware,Gate Hardware,Gate Latches,,,
05-1743,Stainless Steel Full Brass Door Chain Zuodengbao Brand,625,625,https://fixit.com.bd/wp-content/uploads/2019/12/05-1743.jpg,Tools and Hardware,Gate Hardware,Gate Latches,,,
05-1744,Royal Style Aristocratic Home Glass  Self  Holder Zuodengbao Brand  CM165,120,120,https://fixit.com.bd/wp-content/uploads/2019/12/05-1744.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Self Holders,,,
05-1745,Royal Style Aristocratic Home Glass  Self  Holder Zuodengbao Brand CM168,120,120,https://fixit.com.bd/wp-content/uploads/2019/12/05-1745.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Self Holders,,,
05-1746,Royal Style Aristocratic Home Glass  Self  Holder Zuodengbao Brand CM169,120,120,https://fixit.com.bd/wp-content/uploads/2019/12/05-1746.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Self Holders,,,
05-1751,Crystal Furniture Knob H65-2,450,450,https://fixit.com.bd/wp-content/uploads/2019/12/05-1751.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Knobs,,,
26-4185,12V 1.5A Car Mobile  Charger China Bran MEC2,810,810,https://fixit.com.bd/wp-content/uploads/2019/12/26-4185a.jpg,Tools and Hardware,Automotive|Tools and Hardware,Automotive Shop Equipment,,,
26-4186,DC 12V 3.1 A Car Mobile  Charger China Brand MEC4,910,910,https://fixit.com.bd/wp-content/uploads/2019/12/26-4186-1.jpg,Tools and Hardware,Automotive|Tools and Hardware,Automotive Shop Equipment,,,
26-4182,12V Black Color Vacuum Cleaner Coido Brand  6133,2330,2450,https://fixit.com.bd/wp-content/uploads/2019/12/26-4182.jpg,Tools and Hardware,Automotive|Tools and Hardware,Automotive Shop Equipment,,,
26-4183,2.8m 12V Yellow And Black Color Turbo car Vacuum  Cleaner With Air Compressor  J21,1760,1850,https://fixit.com.bd/wp-content/uploads/2019/12/26-4183.jpg,Tools and Hardware,Automotive|Tools and Hardware,Automotive Shop Equipment,,,
26-4181,Superior Protection Against Sun's Damage And Dust Pollutants Car Body Cover  11001,2400,2500,https://fixit.com.bd/wp-content/uploads/2019/12/26-4181.jpg,Automotive,Automotive Detailing,,,,
26-4184,Traditional Cotton Mokmol Towel for Kitchen  Drying plates &amp; Wiping Hands,120,120,https://fixit.com.bd/wp-content/uploads/2019/12/26-4184.jpg,Cleaning,Cleaning Tools and Supplies|Cleaning,Household Cleaners,Kitchen Cleaners,,
18-422,75FT Retractable Expandable Flexible Magic Hose Pipe For Water Watering Garden Hose With Valve+ Spray,710,710,https://fixit.com.bd/wp-content/uploads/2019/12/75FT-Retractable-Expandable-Flexible-THe-Magic-Hose-Pipe-For-Water-Watering-Garden-Hose-With-Valve-Spray.jpg_640x640.jpg,Lawn and Garden,Watering and Irrigation,Garden Hoses,,,
06-341,C2-50H Golden Color Anboud Portable Safe Door Lock High Security Padlock with Keys for Garage/Gate/Drawer/Door (Medium),820,820,https://fixit.com.bd/wp-content/uploads/2019/12/06-341.jpg,Tools and Hardware,Safety and Security,Pad Locks,,,
23-541,220-240 V 2000 Watt 110bar High Pressure Washer INGCO Brand,14750,15525,https://fixit.com.bd/wp-content/uploads/2019/12/high-pressure-washer_hpwr20001_-1-1.jpg,Tools and Hardware,Power Tools,Pressure Washers,,,
01-1302,0.02mm to 1.0mm 17 Gauge Feeler Gauge Yato Brand,1170,1170,https://fixit.com.bd/wp-content/uploads/2019/12/01-1302.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
16-678,65mm M8 Royal Bolt HMBR Brand,25,25,https://fixit.com.bd/wp-content/uploads/2019/12/16-678a.jpg,Tools and Hardware,Screws  Nails and Anchors,Anchors,,,
16-909,Metal Cable Rope / U-Bolt,58,58,https://fixit.com.bd/wp-content/uploads/2019/12/16-909b.jpg,Tools and Hardware,Wire Rope Fittings,Wire Rope Clips,,,
26-4158,Stainless Steel Medium Size Scissors,33,33,https://fixit.com.bd/wp-content/uploads/2019/12/26-4158a.jpg,Tools and Hardware,Hand Tools,Scissors,,,
26-4167,Black color Car Mobile Holder,900,900,https://fixit.com.bd/wp-content/uploads/2019/12/26-4167c.jpg,Automotive|Tools and Hardware,Automotive|Tools and Hardware,Automotive Shop Equipment,,,
27-111,Red Color Small Size Life Jacket,745,745,https://fixit.com.bd/wp-content/uploads/2019/12/20130905163338KNW7NFFZPUXQH_full.jpg,Tools and Hardware,Safety Gear and Equipment,Life Jackets &amp; Vests,,,
27-110,Large Size Life Jacket for Adult,840,840,https://fixit.com.bd/wp-content/uploads/2019/12/life-Jacket-big.jpg,Tools and Hardware,Safety Gear and Equipment,Life Jackets &amp; Vests,,,
